id,income,age,score,icc,rate,total_debt,amount_to_be_lend,F,M,FAMILIA,PROPIO,RENTADO,Empleado,Negocio propio,Retirado,Licenciatura,Posgrado,Preparatoria,CASADO,DIVORCIADO,SEPARADO,SOLTERO,UNION_LIBRE,VIUDO,APPROVED,REJECTED
7162,25000.0,37.0,688,4,26,81800,60000.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7160,5600.0,23.0,680,8,28,8300,7432.12,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
7158,15000.0,29.0,681,5,27,40493,39319.02,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
7152,7500.0,29.0,647,4,32,27268,27361.84,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
7151,8000.0,26.0,651,5,32,13000,15724.08,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
7128,10000.0,26.0,693,8,26,17012,17012.03,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
7126,6200.0,34.0,661,5,30,13600,13624.3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7112,13000.0,29.0,682,7,27,9867,9867.4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
7108,25000.0,32.0,682,3,27,40000,32653.28,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
7097,37300.0,29.0,678,3,28,35694,36340.53,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7078,25000.0,34.0,686,4,27,50000,50623.11,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
7061,40000.0,28.0,698,8,25,50000,45133.29,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
7060,14000.0,24.0,675,4,28,36967,36967.22,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7055,30000.0,22.0,679,3,28,40000,40761.73,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7054,30000.0,29.0,680,7,28,26352,26352.14,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
7045,24000.0,36.0,671,4,29,60000,44282.64,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7033,14000.0,25.0,662,4,30,55500,55461.42,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7025,15000.0,30.0,637,3,34,20000,14738.75,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7014,25000.0,45.0,694,4,26,20900,11615.75,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7010,16000.0,31.0,700,5,25,36000,21023.6,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
6989,9000.0,23.0,655,3,31,14939,14939.52,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
6956,6500.0,24.0,664,6,30,19845,20619.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6954,14070.0,29.0,698,3,25,85996,85336.63,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6947,11500.0,26.0,638,3,34,38446,37451.25,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6933,40000.0,43.0,654,8,31,100000,60000.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6930,7000.0,27.0,686,8,27,12000,12000.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6929,10000.0,29.0,668,7,29,22768,22768.44,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
6916,12000.0,28.0,657,4,31,53213,53212.07,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6915,15000.0,26.0,625,5,35,31422,31562.33,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
6906,25500.0,32.0,718,8,22,15906,15906.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6901,20000.0,21.0,642,4,33,21000,21000.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
6883,30000.0,35.0,693,8,26,88169,88168.13,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6851,20000.0,31.0,711,8,23,45000,43000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
6844,12000.0,29.0,694,5,26,87000,84753.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
6840,24000.0,22.0,655,7,31,21000,21608.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
6827,7000.0,23.0,691,8,26,7000,9500.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6809,11000.0,31.0,683,3,27,100000,100171.64,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
6802,63000.0,37.0,697,8,25,34790,32148.62,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
6782,12000.0,30.0,676,8,28,36670,36656.52,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
6768,80000.0,19.0,649,5,32,19612,16161.79,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
6767,12000.0,33.0,682,7,27,9311,9311.0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
6757,24000.0,34.0,637,2,34,65000,25263.26,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6756,14000.0,24.0,675,4,28,108873,108874.42,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
6752,12000.0,33.0,701,7,25,60000,60000.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6749,13500.0,29.0,646,6,32,66000,36965.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6742,8468.0,55.0,629,4,35,15200,15104.19,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
6721,30000.0,25.0,649,6,32,80000,60000.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
6700,15000.0,34.0,677,4,28,27500,27592.35,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6689,20000.0,30.0,629,1,35,6000,5026.42,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6684,60000.0,34.0,679,6,28,51514,51514.32,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6667,10000.0,27.0,643,2,33,32558,29325.85,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6663,19000.0,26.0,645,1,33,76000,74534.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6662,15550.0,27.0,671,8,29,13475,14267.86,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
6657,200000.0,23.0,671,2,29,38430,38430.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
6653,15000.0,27.0,671,8,29,13475,14267.86,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
6652,29500.0,31.0,636,5,34,13700,13699.26,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
6639,22000.0,32.0,675,8,28,31000,30590.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
6627,9002.0,29.0,660,2,30,9205,9204.6,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6625,15000.0,52.0,694,8,26,30000,23403.52,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
6593,19000.0,26.0,694,5,26,65000,55700.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6585,86000.0,37.0,666,2,30,160000,60000.0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6564,20000.0,45.0,687,7,27,41228,41228.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6562,17200.0,33.0,625,5,35,54802,64226.79,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6559,30000.0,24.0,697,4,25,39517,38720.74,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6553,100000.0,51.0,715,8,23,151093,151093.65,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6550,8000.0,24.0,672,5,29,16100,16078.09,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6548,23200.0,50.0,675,6,28,129140,129141.68,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
6546,10000.0,37.0,635,6,34,13959,13959.91,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6544,100000.0,51.0,715,8,23,151093,151093.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
6532,16000.0,53.0,675,6,28,28355,28355.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
6508,50000.0,42.0,667,7,29,14208,14208.19,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
6498,20000.0,34.0,642,2,33,10021,10021.27,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6496,9000.0,30.0,666,5,30,10937,11020.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
6482,18000.0,25.0,668,6,29,30000,30000.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
6478,17000.0,29.0,637,3,34,130000,113543.54,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6459,13000.0,25.0,680,7,28,87000,87338.41,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6453,13000.0,25.0,680,7,28,87340,87340.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6439,24000.0,36.0,693,5,26,54526,54525.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
6418,18000.0,32.0,680,8,28,50303,50303.09,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6416,20000.0,34.0,639,4,33,49000,50154.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6404,22000.0,33.0,698,6,25,181000,60000.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6401,15000.0,21.0,642,4,33,21000,21292.86,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
6400,6000.0,22.0,667,3,29,8000,7709.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6392,15000.0,31.0,701,4,25,30000,30000.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6385,15000.0,33.0,640,2,33,150685,68985.33,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
6376,18000.0,25.0,703,7,24,16475,16475.45,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
6374,7500.0,25.0,668,7,29,13050,13052.77,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
6373,30000.0,34.0,652,6,32,25000,154081.46,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6369,20000.0,23.0,687,4,27,75000,68424.5,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6367,6000.0,28.0,659,2,31,16000,16165.36,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
6360,10000.0,29.0,626,3,35,28750,31029.76,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6358,12000.0,26.0,673,3,29,27230,27220.59,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
6354,7000.0,28.0,641,2,33,18000,18569.02,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6352,8000.0,27.0,677,3,28,7234,7233.66,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6350,8000.0,36.0,626,2,35,15600,20000.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6339,12000.0,30.0,668,5,29,25380,25380.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
6333,50000.0,53.0,685,3,27,16000,15970.0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
6321,40000.0,50.0,629,6,35,87364,60000.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6320,24000.0,36.0,693,5,26,51000,51604.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
6317,30000.0,42.0,637,1,34,51000,45468.02,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6313,20000.0,23.0,684,3,27,15200,7016.92,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
6308,6000.0,29.0,632,6,34,14000,13999.14,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
6294,28000.0,27.0,679,4,28,55000,94000.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6291,15000.0,27.0,647,5,32,9500,6000.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6290,25000.0,27.0,679,4,28,51000,94000.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6266,10000.0,34.0,680,8,28,24766,24765.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
6253,10000.0,24.0,688,3,26,13732,14056.06,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6250,16000.0,27.0,625,2,35,35000,21486.87,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6246,14000.0,27.0,681,4,27,27321,27321.56,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6242,8000.0,31.0,647,7,32,12000,11740.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
6239,8500.0,25.0,686,7,27,15000,33016.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6210,18500.0,32.0,691,5,26,7902,7902.28,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
6208,7500.0,21.0,647,3,32,18600,18597.68,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
6206,25000.0,29.0,642,3,33,42318,42318.87,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6203,48000.0,49.0,662,8,30,265256,115345.14,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
6201,9000.0,23.0,631,5,35,8659,8658.05,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
6198,12000.0,34.0,671,7,29,8130,8130.42,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
6189,35000.0,23.0,704,4,24,57700,54157.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
6188,15000.0,29.0,707,8,24,63000,48120.65,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
6185,40000.0,35.0,650,4,32,19000,18953.43,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
6183,16000.0,29.0,659,4,31,100000,99006.81,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6180,85000.0,29.0,684,3,27,300000,54469.09,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
6177,20000.0,28.0,679,7,28,17500,16214.35,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
6169,10000.0,25.0,667,7,29,13000,12128.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
6166,11000.0,25.0,656,2,31,6559,13857.17,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6155,15000.0,36.0,629,1,35,27000,28984.26,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
6154,6500.0,22.0,641,5,33,6743,6743.71,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6152,14000.0,33.0,645,8,33,19000,18975.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
6142,40000.0,30.0,699,7,25,150000,60000.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6139,18000.0,29.0,622,7,35,32000,31334.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
6136,6600.0,33.0,700,8,25,16000,16030.52,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
6111,14862.0,39.0,649,3,32,47746,47746.13,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6107,15000.0,41.0,630,1,35,26016,26016.0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6101,26000.0,59.0,709,8,23,34616,45145.6,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6093,20000.0,28.0,658,4,31,20941,20941.98,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6092,25000.0,52.0,654,8,31,150000,60000.0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
6091,20000.0,32.0,667,5,29,15590,15590.08,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
6087,17000.0,26.0,671,7,29,33000,21912.26,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6083,25000.0,46.0,666,4,30,30000,26324.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
6075,12000.0,33.0,631,7,35,21100,21062.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6069,40000.0,46.0,634,1,34,60000,60000.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6064,10000.0,36.0,630,2,35,16550,20000.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6061,20000.0,42.0,656,7,31,64824,64824.7,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
6056,10000.0,31.0,649,7,32,19200,19266.47,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6044,200000.0,39.0,692,2,26,60000,60000.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
6040,10000.0,30.0,668,6,29,48300,47730.68,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
6037,40000.0,34.0,665,4,30,100000,379644.72,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
6034,50000.0,32.0,691,3,26,31972,31972.01,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
6028,12000.0,42.0,706,6,24,92000,92000.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6020,11200.0,58.0,640,6,33,10000,9169.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
6019,5400.0,24.0,644,5,33,7500,7486.52,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5997,15000.0,28.0,663,8,30,26925,26925.64,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5976,11000.0,33.0,627,4,35,57000,57529.02,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5970,15000.0,40.0,692,6,26,40000,39942.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
5966,12000.0,29.0,644,3,33,25362,25362.94,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5962,12000.0,24.0,638,3,34,7314,7314.0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
5957,13000.0,31.0,701,4,25,68126,68540.86,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5948,20000.0,46.0,657,8,31,57591,57591.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
5947,70000.0,26.0,653,7,31,51280,47856.97,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
5945,10000.0,29.0,716,7,22,7000,7000.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
5939,70000.0,26.0,653,7,31,49600,46290.92,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
5908,8000.0,22.0,682,6,27,20000,5000.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5901,8400.0,23.0,654,1,31,32000,33738.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5887,6000.0,24.0,671,7,29,16144,14472.64,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
5884,9000.0,23.0,631,5,35,6000,8659.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5878,25000.0,29.0,640,7,33,27109,27109.74,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5873,13000.0,34.0,626,2,35,52400,52400.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
5872,10000.0,27.0,647,5,32,25000,25984.44,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5863,12000.0,34.0,638,3,34,44000,44164.63,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5859,25000.0,31.0,627,5,35,180000,60000.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5852,6000.0,20.0,672,6,29,9598,8098.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5848,25000.0,29.0,680,5,28,51500,52521.05,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
5835,10000.0,27.0,653,3,31,21900,21982.79,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
5832,20000.0,30.0,668,3,29,161500,98651.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
5830,37000.0,37.0,703,6,24,80000,60000.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
5822,11500.0,30.0,691,2,26,12500,12724.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5821,18000.0,26.0,695,6,25,200000,131692.26,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5818,13000.0,29.0,631,6,35,28000,28000.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
5788,30000.0,43.0,695,7,25,41819,41819.45,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
5778,29000.0,46.0,653,4,31,48730,48960.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5777,30000.0,34.0,656,4,31,150000,175795.08,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5776,13500.0,22.0,668,7,29,8956,8957.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
5759,33000.0,42.0,636,6,34,30000,40534.03,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5758,24000.0,50.0,646,2,32,47855,47855.35,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
5757,55000.0,29.0,654,4,31,81382,54192.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
5756,30000.0,39.0,659,7,31,45000,41770.14,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
5753,30000.0,65.0,717,9,22,27342,30897.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5747,13000.0,35.0,661,6,30,45000,41435.19,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5744,6000.0,25.0,675,8,28,8570,8569.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5739,18000.0,35.0,627,0,35,100000,60000.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5733,50000.0,42.0,664,4,30,58600,58542.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
5730,7000.0,29.0,654,8,31,6400,6414.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
5727,9000.0,25.0,647,6,32,15418,15418.95,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
5725,20000.0,30.0,633,3,34,200000,136000.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5714,13000.0,34.0,655,4,31,47916,46282.68,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
5699,15000.0,37.0,629,6,35,36150,36137.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
5697,50000.0,37.0,703,7,24,314000,230049.95,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
5691,25000.0,25.0,653,6,31,36000,36633.98,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
5669,32000.0,25.0,704,3,24,57000,56686.16,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5656,35000.0,26.0,647,6,32,17038,17038.38,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
5625,13000.0,28.0,670,4,29,23000,22315.11,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5594,10000.0,24.0,661,4,30,7000,6996.88,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5592,13500.0,45.0,639,3,33,59000,37901.0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
5587,30000.0,31.0,673,6,29,67653,59316.92,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
5576,26000.0,48.0,660,2,30,60000,41376.7,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
5570,15000.0,41.0,632,2,34,24171,26016.0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5568,40000.0,48.0,713,7,23,288000,148884.24,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
5567,18000.0,36.0,683,7,27,100000,39947.3,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5566,8000.0,52.0,625,4,35,16000,15465.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
5565,80000.0,26.0,696,7,25,39800,39760.78,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
5558,6100.0,22.0,667,5,29,20637,20637.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5553,10000.0,35.0,669,5,29,8512,8512.75,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
5544,8000.0,29.0,674,7,28,9274,9639.95,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
5537,16811.0,35.0,677,4,28,47306,47306.46,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5532,8000.0,30.0,647,5,32,12000,12267.22,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5519,60000.0,33.0,652,3,32,46000,26572.17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
